director_name,num_critic_for_reviews,duration,director_facebook_likes,num_voted_users,cast_total_facebook_likes,content_rating,title_year,imdb_score,movie_facebook_likes,director_experience,director_avg_imdb_score,movie_success_ratio,year_since_last_movie,target_genre,genre_frequency,actor_1_genre_avg_score,normalized_actor_popularity_score
Mike Gabriel,92.0,84.0,12.0,119675,26754,G,1995.0,6.6,0,1,6.6,2.5745454545454547,0.0,Adventure,1,6.508219178082191,0.9398154170397085
Richard Donner,169.0,188.0,503.0,126357,12940,PG,1978.0,7.3,0,12,6.825,2.4403276,-17.0,Action,7,6.197808219178082,0.11640567337290778
Tom Shadyac,57.0,95.0,293.0,86556,3155,PG-13,1996.0,5.6,960,7,6.314285714285715,2.3846175,-2.0,Comedy,5,6.131214802896219,-0.3707354573071788
Andy Tennant,171.0,118.0,72.0,244840,13426,PG-13,2005.0,6.6,0,6,6.25,2.536787742857143,-5.0,Comedy,3,6.131214802896219,0.14980835559625472
Sam Weisman,53.0,92.0,39.0,56168,4518,PG,1997.0,5.4,5000,4,5.45,1.9138774,-2.0,Action,1,6.197808219178082,-0.2781494991981701
Jesse Dylan,153.0,74.0,58.0,162331,5713,R,2003.0,6.3,0,3,6.033333333333334,1.8973491818181818,-2.0,Comedy,3,6.131214802896219,-0.24603584665793893
Paul Greengrass,491.0,134.0,521.0,323353,16281,PG-13,2013.0,7.9,65000,7,7.585714285714286,1.9472882727272727,7.0,Biography,1,7.115418502202643,0.3776303408947535
Shawn Levy,247.0,101.0,189.0,127571,39822,PG-13,2010.0,6.3,0,11,6.090909090909091,1.7947528,7.0,Comedy,5,6.131214802896219,1.3460279015276593
Brad Silberling,26.0,100.0,52.0,85903,2638,PG,1995.0,6.0,0,4,6.2,2.00656388,-3.0,Comedy,1,6.131214802896219,-0.4133294816188292
Antoine Fuqua,292.0,132.0,845.0,229574,37605,R,2014.0,7.2,56000,8,6.9375,1.8460134181818182,13.0,Action,5,6.197808219178082,1.4963960163015515
Wayne Wang,114.0,105.0,61.0,68417,7184,PG-13,2002.0,5.1,0,5,6.0200000000000005,1.7057294,-4.0,Comedy,3,6.131214802896219,-0.1371969055879058
Tony Scott,82.0,123.0,12000.0,81026,30132,R,1995.0,7.3,0,12,6.791666666666667,1.7245283018867925,-1.0,Action,12,6.197808219178082,1.1030738286447581
Gabriele Muccino,201.0,117.0,125.0,338383,11036,PG-13,2006.0,8.0,32000,4,6.975,2.9561097454545453,-2.0,Biography,1,7.115418502202643,0.10099336194435003
Robert Schwentke,231.0,98.0,124.0,126746,2287,PG-13,2005.0,6.2,0,6,6.3500000000000005,1.6310361454545454,-4.0,Drama,2,6.716896551724138,-0.40301724415390333
Barry Levinson,55.0,128.0,272.0,36587,3888,R,1994.0,6.0,0,13,6.576923076923077,1.509090909090909,-2.0,Drama,3,6.716896551724138,-0.32438643348384333
Brad Silberling,110.0,114.0,52.0,94407,13905,PG-13,1998.0,6.7,0,4,6.2,1.4317440545454545,-4.0,Drama,2,6.716896551724138,0.23863931419357834
Quentin Tarantino,354.0,111.0,16000.0,735784,3983,R,2003.0,8.1,13000,8,8.2,2.3366046,-1.0,Action,2,7.032,-0.36580351765004027
Frank Oz,140.0,85.0,0.0,56874,22458,PG-13,1999.0,6.4,0,7,6.414285714285714,1.2066416363636363,4.0,Comedy,5,6.131214802896219,0.7491511134762415
Quentin Tarantino,304.0,137.0,16000.0,512749,1959,R,2004.0,8.0,0,8,8.2,2.2069306666666666,7.0,Action,2,7.032,-0.41237672054870017
Andrey Konchalovskiy,45.0,97.0,96.0,75365,14432,R,1989.0,6.3,0,2,5.35,1.1528838909090908,0.0,Action,2,6.197808219178082,0.278487144832504
Robert Zemeckis,49.0,104.0,0.0,78974,25599,PG-13,1992.0,6.4,8000,13,7.3076923076923075,1.06223,3.0,Comedy,2,6.131214802896219,0.8871333343384565
Tom Dey,146.0,110.0,9.0,96690,939,PG-13,2000.0,6.6,0,3,5.466666666666666,1.0351328181818182,-6.0,Action,1,6.197808219178082,-0.4647785794057965
Stuart Baird,60.0,133.0,53.0,40858,2916,R,1996.0,6.4,0,2,6.4,1.25,0.0,Action,2,6.197808219178082,-0.38895000717729244
Mark Waters,189.0,94.0,70.0,67191,2820,PG,2011.0,6.0,14000,6,6.3,1.2403280181818181,8.0,Comedy,5,6.131214802896219,-0.3887818728707991
Rob Minkoff,206.0,104.0,50.0,88049,7247,PG-13,2008.0,6.6,0,5,5.94,0.45527805454545456,0.0,Action,1,6.197808219178082,-0.11623616204506729
Jimmy Hayward,118.0,91.0,39.0,18042,3104,PG,2013.0,5.9,0,2,5.300000000000001,1.0135949818181818,3.0,Adventure,1,6.508219178082191,-0.38278508260586935
David Fincher,210.0,145.0,21000.0,207686,1543,R,1992.0,6.4,0,10,7.75,1.109472,-5.0,Action,1,6.197808219178082,-0.44460246262659364
Alan Parker,76.0,135.0,317.0,29205,164,PG,1996.0,6.3,0,3,7.033333333333334,0.9089964363636364,-7.0,Biography,1,7.115418502202643,-0.496107605182392
John Frankenheimer,149.0,122.0,287.0,145422,24270,R,1998.0,7.3,0,5,6.140000000000001,0.7565380545454545,2.0,Action,2,6.197808219178082,0.849191025839789
Stephen Hopkins,62.0,110.0,81.0,46239,1752,R,1996.0,6.8,0,6,6.0,0.7009787818181819,-11.0,Adventure,1,6.508219178082191,-0.4149547799149317
Paul King,224.0,95.0,17.0,49207,3697,PG,2014.0,7.2,30000,1,7.2,1.3843182727272727,0.0,Animation,1,6.510909090909092,-0.3827290378370382
Akiva Schaffer,265.0,102.0,82.0,104066,2488,R,2012.0,5.7,15000,3,6.033333333333334,0.5051551911764706,5.0,Action,2,6.197808219178082,-0.4053711244448103
William Friedkin,135.0,94.0,607.0,35830,2248,R,2003.0,6.0,0,6,6.883333333333333,0.6225202,8.0,Action,2,6.197808219178082,-0.4100788850266243
Jon Turteltaub,100.0,126.0,226.0,27191,13406,R,1999.0,6.5,0,7,6.5,0.6199738727272728,3.0,Drama,2,6.716896551724138,0.21112133269749891
Bobby Farrelly,123.0,118.0,101.0,44453,14036,PG-13,2003.0,5.8,0,10,6.13,0.6150603272727273,3.0,Comedy,9,6.131214802896219,0.265316624157191
Kent Alterman,164.0,99.0,3.0,67005,10026,R,2008.0,5.8,0,1,5.8,0.6085972727272727,0.0,Comedy,1,6.131214802896219,0.0008974048119714675
Peter Lord,238.0,88.0,91.0,36877,6254,PG,2012.0,6.7,0,2,6.85,0.5645659272727273,12.0,Adventure,2,6.508219178082191,-0.20153630020603044
Clint Eastwood,264.0,141.0,16000.0,199056,12840,R,2008.0,7.8,14000,20,7.225,0.6492241272727273,2.0,Crime,3,6.804885993485342,0.1972222300273814
Andrew Davis,47.0,107.0,99.0,40346,31014,PG-13,1996.0,5.6,1000,4,6.5,0.41101424,3.0,Action,3,6.197808219178082,1.1544108368940633
Tony Scott,50.0,116.0,12000.0,38533,24618,R,1996.0,5.8,0,12,6.791666666666667,0.3377052909090909,-9.0,Action,12,6.197808219178082,0.795051779148928
Joel Schumacher,153.0,143.0,541.0,96654,20660,PG-13,2004.0,7.4,0,13,6.407692307692307,0.7317970857142857,10.0,Drama,2,7.2603448275862075,0.5851080751075561
Shekhar Kapur,202.0,114.0,159.0,54787,16899,PG-13,2007.0,6.9,0,3,6.966666666666666,0.29571772727272727,5.0,Biography,2,7.115418502202643,0.3863733248324081
Karyn Kusama,178.0,93.0,45.0,110614,10185,PG-13,2005.0,5.5,0,2,5.3,0.4170643064516129,-4.0,Action,1,6.197808219178082,0.04646180187167123
Ron Maxwell,84.0,280.0,33.0,13215,1671,PG-13,2003.0,6.3,953,2,7.0,0.2298315892857143,10.0,Drama,2,6.716896551724138,-0.41960649572791453
Robert Butler,44.0,100.0,0.0,8983,3952,R,1997.0,4.7,316,1,4.7,0.1614941971830986,0.0,Action,1,6.197808219178082,-0.3566682203305679
Karey Kirkpatrick,93.0,107.0,11.0,10417,3742,PG,2009.0,5.6,610,1,5.6,0.29252018181818185,0.0,Comedy,1,6.131214802896219,-0.3885576937954746
James Bobin,277.0,119.0,33.0,24285,6089,PG,2014.0,6.4,10000,3,6.633333333333333,1.02357786,3.0,Adventure,3,6.508219178082191,-0.19419443548915385
Jonathan Frakes,76.0,95.0,906.0,11148,2260,PG,2004.0,4.2,437,4,5.85,0.11873780701754386,8.0,Action,4,6.197808219178082,-0.4013359010889697
Steve Antin,197.0,119.0,59.0,61680,4315,PG-13,2010.0,6.4,19000,1,6.4,0.7171028181818182,0.0,Drama,1,6.716896551724138,-0.30706859991502755
Jean-Pierre Jeunet,186.0,133.0,0.0,62607,405,R,2004.0,7.7,0,5,7.340000000000001,0.13123014893617022,-5.0,Drama,1,6.716896551724138,-0.48529096479798606
Stanley Kubrick,103.0,152.0,0.0,67822,1403,Not Rated,1962.0,7.7,0,7,8.0,10.4938422,-18.0,Crime,2,7.428571428571429,-0.4383814932863394
Jim Gillespie,66.0,96.0,13.0,19706,15803,R,2002.0,5.3,448,2,5.449999999999999,0.26643013454545456,5.0,Crime,1,6.804885993485342,0.3029226640428719
Guillermo del Toro,224.0,117.0,0.0,158267,15371,R,2002.0,6.7,0,5,7.140000000000001,1.5119472592592593,-4.0,Action,4,6.197808219178082,0.2679507282922536
Gabriele Muccino,202.0,123.0,125.0,232710,14727,PG-13,2008.0,7.7,26000,4,6.975,1.2718513454545455,-4.0,Drama,1,6.716896551724138,0.27192990687926305
Walter Hill,279.0,92.0,394.0,39247,25418,R,2012.0,5.7,10000,4,5.925,0.1724331090909091,10.0,Action,2,6.197808219178082,0.8732902764371702
Francis Ford Coppola,110.0,170.0,0.0,267980,16949,R,1990.0,7.6,0,11,7.418181818181818,1.2347418888888888,6.0,Crime,6,6.804885993485342,0.38704586205838154
Cameron Crowe,190.0,123.0,488.0,58658,12700,PG-13,2005.0,6.4,0,7,6.628571428571428,0.4708489298245614,9.0,Comedy,5,6.131214802896219,0.11304298724304063
Anthony Russo,136.0,110.0,94.0,68417,847,PG-13,2006.0,5.6,0,4,7.0,1.40008,4.0,Comedy,2,6.131214802896219,-0.4607433560499559
Richard Lester,121.0,116.0,44.0,76331,2908,PG,1980.0,6.8,0,5,6.6,2.0037037037037035,-3.0,Action,2,6.197808219178082,-0.4205032120292124
Martin Brest,131.0,121.0,102.0,41620,286,R,2003.0,2.4,2000,4,6.1,0.10481637037037037,15.0,Comedy,1,6.131214802896219,-0.4910075312187602
Steven Zaillian,127.0,128.0,234.0,20740,27614,PG-13,2006.0,6.2,0,2,6.35,0.13129923636363636,0.0,Drama,2,7.2603448275862075,0.9862765304007062
John Singleton,160.0,99.0,309.0,58416,26527,R,2000.0,5.9,0,7,6.257142857142858,1.528866695652174,-11.0,Action,4,6.197808219178082,0.8739628136631435
Don Bluth,78.0,94.0,383.0,86347,6017,G,1997.0,7.1,0,3,7.0,1.1659566,9.0,Adventure,2,6.508219178082191,-0.19178451042941572
Baz Luhrmann,209.0,127.0,1000.0,224013,2601,PG-13,2001.0,7.6,10000,5,7.12,1.0930736952380953,5.0,Drama,4,7.2603448275862075,-0.3720805317591256
Harold Becker,98.0,89.0,17.0,21283,13390,PG-13,2001.0,5.5,361,5,6.14,0.8529643773584905,5.0,Crime,2,6.804885993485342,0.22574901736242098
Scott Cooper,391.0,123.0,108.0,115216,63769,R,2015.0,7.0,44000,3,7.033333333333334,1.1804442075471697,2.0,Biography,1,7.115418502202643,2.971326197630111
Clint Eastwood,279.0,135.0,16000.0,101221,24468,R,2006.0,7.1,0,20,7.225,0.3730481333333333,9.0,Drama,7,6.716896551724138,0.8387106540683698
F. Gary Gray,216.0,118.0,473.0,217480,22517,R,2009.0,7.4,21000,8,6.9375,1.46686826,11.0,Crime,1,6.804885993485342,0.6153722502763604
Robert Rodriguez,250.0,189.0,0.0,155496,22186,R,2007.0,7.6,0,13,5.6923076923076925,0.4722837169811321,2.0,Action,10,6.197808219178082,0.6174459067231118
Jonathan Demme,78.0,172.0,438.0,6082,2397,R,1998.0,5.9,853,5,7.1,0.4153281272727273,7.0,Drama,4,6.716896551724138,-0.3938819468344309
Curtis Hanson,106.0,124.0,161.0,18310,26334,PG-13,2007.0,5.9,672,6,6.616666666666667,0.10464156363636364,13.0,Drama,2,6.716896551724138,0.87979146962158
Steven Spielberg,194.0,141.0,14000.0,525801,48153,PG-13,2002.0,8.0,15000,26,7.480769230769231,3.1622157884615385,13.0,Biography,3,7.115418502202643,2.1306546651633256
Kathryn Bigelow,558.0,157.0,0.0,216032,2759,R,2012.0,7.4,39000,3,7.233333333333333,2.3930179,4.0,Drama,3,6.716896551724138,-0.37432232251237035
Peyton Reed,183.0,106.0,235.0,102167,8315,PG-13,2006.0,5.8,0,4,6.475,2.282367980769231,-2.0,Comedy,3,6.131214802896219,-0.17345787102163981
Phyllida Lloyd,238.0,108.0,58.0,145974,26002,PG-13,2008.0,6.3,10000,2,6.35,2.7635425,-3.0,Comedy,1,6.131214802896219,0.9446352671591848
Garry Marshall,186.0,125.0,0.0,95437,45696,PG-13,2010.0,5.7,9000,8,5.95,2.1245533846153846,6.0,Comedy,8,6.131214802896219,1.5702069768521352
Jay Chandrasekhar,144.0,107.0,422.0,66382,2297,PG-13,2005.0,5.1,0,4,6.0249999999999995,1.60540454,-1.0,Action,1,6.197808219178082,-0.41691634682402084
Terrence Malick,156.0,215.0,0.0,138941,1937,R,1998.0,7.6,0,4,7.25,0.6997262115384615,-13.0,Drama,3,6.716896551724138,-0.40935030303181974
David Dobkin,215.0,118.0,71.0,136680,28045,R,2011.0,6.4,13000,4,6.65,0.7122277884615384,8.0,Comedy,2,6.131214802896219,0.9892469031487555
Milos Forman,140.0,118.0,869.0,100743,209,R,1999.0,7.4,0,3,8.133333333333333,0.6650122115384616,15.0,Biography,2,7.115418502202643,-0.49324932197200494
Martin Scorsese,133.0,178.0,17000.0,333542,24183,R,1995.0,8.2,11000,20,7.659999999999999,0.8161211538461538,22.0,Biography,7,7.115418502202643,0.802113420021649
Pierre Morel,203.0,92.0,180.0,97775,488,R,2010.0,6.5,0,4,6.85,0.4485512692307692,-5.0,Action,4,6.197808219178082,-0.4798546222213675
Paul Hunter,127.0,104.0,13.0,42324,2422,PG-13,2003.0,5.5,846,1,5.5,0.4427016923076923,0.0,Action,1,6.197808219178082,-0.39164015608118613
Bobby Farrelly,155.0,116.0,101.0,185878,1711,R,2000.0,6.5,0,10,6.13,1.7758376862745098,-14.0,Comedy,9,6.131214802896219,-0.4142261979201271
Steve Oedekerk,98.0,90.0,176.0,21396,2055,PG,2006.0,5.6,605,4,6.2,1.423563,11.0,Animation,1,6.510909090909092,-0.4048106767564991
John Whitesell,71.0,93.0,14.0,15740,5468,PG,2006.0,4.9,1000,5,4.88,6.590219342723005,0.0,Comedy,3,6.131214802896219,-0.2945145716968569
Chris Weitz,299.0,130.0,129.0,220758,64040,PG-13,2009.0,4.6,13000,5,6.08,5.93247268,8.0,Adventure,2,6.508219178082191,2.2987889716566827
Andrew Adamson,212.0,90.0,80.0,467113,275,PG,2001.0,7.9,0,5,7.08,4.4608669333333335,-11.0,Adventure,3,6.508219178082191,-0.49134379983174686
George Nolfi,413.0,106.0,53.0,200035,14607,PG-13,2011.0,7.1,36000,1,7.1,1.2440899402390437,0.0,Romance,1,5.883333333333333,0.31233818520649986
Kevin Reynolds,67.0,155.0,58.0,145257,38518,PG-13,1991.0,6.9,0,5,6.68,3.4479166666666665,-11.0,Action,5,6.197808219178082,1.5545144415794219
Cameron Crowe,109.0,139.0,488.0,189923,12182,R,1996.0,7.3,0,7,6.628571428571428,3.07241644,-15.0,Comedy,5,6.131214802896219,0.1320982086456211
Seth MacFarlane,457.0,112.0,3000.0,471644,21773,R,2012.0,7.0,74000,3,6.5,4.3725736,-2.0,Comedy,3,6.131214802896219,0.5614011378919928
James L. Brooks,156.0,139.0,274.0,224671,1474,PG-13,1997.0,7.7,11000,3,6.5,2.95274948,0.0,Comedy,3,6.131214802896219,-0.4277890319772579
Tom Shadyac,55.0,115.0,293.0,80580,74382,PG-13,1998.0,6.7,0,7,6.314285714285715,2.70029936,1.0,Biography,1,7.115418502202643,3.5249364241439043
Adam McKay,272.0,143.0,285.0,131227,28176,PG-13,2013.0,6.3,41000,6,6.916666666666667,0.04350624,-2.0,Comedy,3,6.131214802896219,0.953714519709826
Steven Brill,117.0,96.0,65.0,110432,26826,PG-13,2002.0,5.8,0,4,5.675,2.5240664,-6.0,Comedy,3,6.131214802896219,0.8319852818086354
J.J. Abrams,539.0,112.0,14000.0,287822,3388,PG-13,2011.0,7.1,37000,4,7.449999999999999,2.53950338,0.0,Mystery,1,6.490625,-0.3926489619201463
Steven Soderbergh,169.0,131.0,0.0,135246,10003,R,2000.0,7.3,0,16,6.70625,2.4143977884615384,0.0,Biography,1,7.115418502202643,0.03127366951843798
Donald Petrie,140.0,116.0,80.0,156717,14087,PG-13,2003.0,6.4,0,8,5.6625000000000005,2.1161504,3.0,Comedy,7,6.131214802896219,0.20557290058321814
Phil Lord,330.0,112.0,97.0,258186,19428,R,2014.0,7.1,24000,4,7.275,3.83232476,2.0,Action,3,6.197808219178082,0.5336029325517577
Neil Jordan,120.0,123.0,277.0,239752,25697,R,1994.0,7.6,11000,8,6.7625,1.7544101333333333,-5.0,Drama,4,6.716896551724138,0.8976697508787069
Peyton Reed,190.0,104.0,235.0,271691,29505,PG-13,2008.0,6.8,0,4,6.475,1.3954313571428572,8.0,Comedy,3,6.131214802896219,0.953714519709826
Rawson Marshall Thurber,177.0,107.0,43.0,33354,14569,PG-13,2016.0,6.6,10000,4,6.75,2.52177754,3.0,Action,1,6.197808219178082,0.25248237209486474
Chris Columbus,65.0,124.0,0.0,46482,9988,PG-13,1998.0,6.7,0,11,6.654545454545455,1.82061654,-7.0,Comedy,5,6.131214802896219,0.030040684604153357
Sean Anders,145.0,96.0,51.0,54010,10886,PG-13,2015.0,6.1,13000,4,6.125,3.0063031,1.0,Comedy,3,6.131214802896219,0.07504463397554192
Rob Marshall,321.0,125.0,252.0,101178,62837,PG,2014.0,6.0,90000,5,6.6,2.55994698,12.0,Adventure,1,6.508219178082191,2.9152814287989917
Spike Lee,230.0,129.0,0.0,273108,19148,R,2006.0,7.6,0,16,6.56875,1.9667697777777777,-2.0,Crime,2,6.804885993485342,0.5439712147855148
Brian Helgeland,143.0,90.0,241.0,111368,3148,R,1999.0,7.1,0,5,6.720000000000001,1.63034882,-2.0,Action,3,6.197808219178082,-0.3963479166630001
Frank Marshall,55.0,109.0,155.0,34471,1761,PG-13,1995.0,5.0,0,4,6.425,1.62044666,-11.0,Action,1,6.197808219178082,-0.441463955572051
Cameron Crowe,257.0,124.0,488.0,111003,36873,PG,2011.0,7.1,22000,7,6.628571428571428,15.31117938854019,-4.0,Comedy,5,6.131214802896219,1.3460279015276593
Alex Proyas,279.0,121.0,295.0,186879,13421,PG-13,2009.0,6.2,0,5,6.82,1.59896226,15.0,Drama,1,6.716896551724138,0.22944797210527484
Tom Dey,143.0,95.0,9.0,58412,37967,PG-13,2006.0,5.6,2000,3,5.466666666666666,1.77316344,-4.0,Comedy,2,6.131214802896219,1.5141622080210162
Hideo Nakata,196.0,128.0,62.0,71153,10163,PG-13,2005.0,5.4,0,1,5.4,58.782548412083656,0.0,Horror,1,5.64861111111111,-0.06276945258017974
Glenn Ficarra,310.0,118.0,43.0,375456,57426,PG-13,2011.0,7.4,44000,3,6.866666666666667,1.68489754,2.0,Comedy,2,6.131214802896219,2.579012815812278
Peter Hewitt,116.0,80.0,12.0,58961,13430,PG,2004.0,5.0,795,4,5.3,2.153362657142857,-2.0,Animation,1,6.510909090909092,0.24284267185591227
Joe Roth,105.0,99.0,148.0,27548,6729,PG,2004.0,5.2,0,2,5.45,1.2283650333333334,3.0,Comedy,2,6.131214802896219,-0.3071246446838587
Bennett Miller,419.0,133.0,152.0,283563,53094,PG-13,2011.0,7.6,27000,2,7.5,1.51210984,6.0,Biography,2,7.115418502202643,2.3548337404878015
Wolfgang Petersen,64.0,127.0,249.0,91176,30383,R,1995.0,6.6,0,7,6.857142857142857,1.35647146,11.0,Action,4,6.197808219178082,1.1671329994187272
Jaume Collet-Serra,359.0,106.0,174.0,200647,16967,PG-13,2014.0,7.0,24000,8,6.475,1.828788,-1.0,Action,4,6.197808219178082,0.3553805676687993
Andy Fickman,166.0,98.0,99.0,43328,14007,PG,2009.0,5.7,0,6,5.766666666666667,1.0327415692307693,-6.0,Action,2,6.197808219178082,0.22339513707151398
James McTeigue,525.0,132.0,160.0,791783,22417,R,2005.0,8.2,48000,4,6.65,1.3054963333333334,-4.0,Action,3,6.197808219178082,0.697141568000963
David Dobkin,165.0,114.0,71.0,81444,428,PG-13,2003.0,6.2,955,4,6.65,1.2094044,-11.0,Action,1,6.197808219178082,-0.4843942484966881
Matthew O'Callaghan,87.0,78.0,5.0,12845,11124,G,2006.0,6.6,624,1,6.6,1.1667313,0.0,Adventure,1,6.508219178082191,0.11304298724304063
Angela Robinson,117.0,101.0,23.0,36431,2177,G,2005.0,4.7,1000,2,5.0,1.32004008,1.0,Adventure,1,6.508219178082191,-0.39965455802403616
Gary Fleder,113.0,113.0,39.0,40362,3341,R,2001.0,6.3,970,6,6.616666666666667,1.09994952,0.0,Crime,3,6.804885993485342,-0.3695585171617253
Tommy Wirkola,349.0,98.0,75.0,159868,11946,R,2013.0,6.1,45000,2,6.25,1.1136414,4.0,Action,1,6.197808219178082,0.11231440524823608
Adrian Lyne,152.0,124.0,213.0,63067,2583,R,2002.0,6.7,0,4,6.4,1.0550495,16.0,Drama,4,6.716896551724138,-0.402400751696761
D.J. Caruso,288.0,109.0,154.0,195043,15608,PG-13,2011.0,6.1,27000,5,6.74,0.9182138333333333,4.0,Action,2,6.197808219178082,0.36479608883242726
Stephen Gaghan,358.0,128.0,79.0,109188,14747,R,2005.0,7.0,0,3,6.3,1.01630576,3.0,Drama,3,6.716896551724138,0.2989434854558624
Michael Bay,204.0,144.0,0.0,47764,3580,R,2016.0,7.4,44000,13,6.638461538461538,1.05644836,3.0,Action,12,6.197808219178082,-0.3814960529227536
Jorge R. Gutiérrez,156.0,95.0,34.0,45580,19513,PG,2014.0,7.3,18000,1,7.3,1.00301238,0.0,Adventure,1,6.508219178082191,0.543130543253048
Richard Loncraine,171.0,105.0,12.0,50170,101383,PG-13,2006.0,5.8,773,3,6.533333333333334,0.974903,2.0,Crime,1,6.804885993485342,5.041339734407492
Clint Eastwood,76.0,121.0,16000.0,39529,19139,R,1997.0,6.7,1000,20,7.225,1.00014336,-13.0,Action,5,6.197808219178082,0.49560457928425905
Ridley Scott,97.0,125.0,0.0,60326,15569,R,1997.0,5.8,2000,17,7.070588235294117,0.96309464,1.0,Action,8,6.197808219178082,0.22272259984554055
David Fincher,157.0,129.0,21000.0,261069,1397,R,1997.0,7.8,25000,10,7.75,0.96531162,-5.0,Drama,3,6.716896551724138,-0.443369477712309
Christophe Gans,267.0,132.0,50.0,172792,1933,R,2006.0,6.6,0,1,6.6,0.93965264,0.0,Adventure,1,6.508219178082191,-0.39948642371754284
Howard Deutch,118.0,118.0,41.0,48322,24024,PG-13,2000.0,6.5,0,3,5.966666666666666,0.89474118,-4.0,Comedy,3,6.131214802896219,0.7623216341515545
Jon Hurwitz,291.0,113.0,22.0,172112,8398,R,2012.0,6.7,39000,2,6.65,1.1344816,4.0,Comedy,1,6.131214802896219,-0.2232256257436735
F. Gary Gray,68.0,140.0,473.0,107227,20152,R,1998.0,7.3,3000,8,6.9375,0.8896813,-5.0,Action,4,6.197808219178082,0.5679023310764026
Steven Quale,228.0,89.0,77.0,54101,1367,PG-13,2014.0,5.8,15000,2,5.85,0.95107024,3.0,Action,1,6.197808219178082,-0.4503750738161989
John Landis,36.0,104.0,644.0,60293,1093,R,1994.0,5.5,669,5,7.0,0.7747272727272727,14.0,Action,2,6.197808219178082,-0.4530091779512615
Joe Dante,105.0,106.0,287.0,68428,19610,PG-13,1990.0,6.3,0,7,6.3,0.82964414,-8.0,Comedy,2,6.131214802896219,0.48237801384011497
David Dobkin,276.0,141.0,71.0,136973,30183,R,2014.0,7.4,47000,4,6.65,0.9421017,16.0,Crime,1,6.804885993485342,1.009759288540945
Mimi Leder,93.0,124.0,75.0,46451,1289,R,1997.0,5.9,0,3,6.3999999999999995,0.82512554,-3.0,Action,2,6.197808219178082,-0.4572125356135954
Alexander Witt,191.0,98.0,38.0,151580,16791,R,2004.0,6.2,0,1,6.2,1.127557288888889,0.0,Action,1,6.197808219178082,0.3722500430869661
Beeban Kidron,143.0,108.0,17.0,74315,15634,R,2004.0,5.9,0,1,5.9,1.0050755,0.0,Comedy,1,6.131214802896219,0.34764638957010485
Carl Franklin,124.0,114.0,73.0,45895,19739,R,2003.0,6.5,1000,3,6.6000000000000005,0.81810554,1.0,Crime,2,6.804885993485342,0.5731144945776967
Steven Seagal,47.0,101.0,0.0,17997,1860,R,1994.0,4.4,812,1,4.4,0.77181,0.0,Action,1,6.197808219178082,-0.4106953774837666
Robert Rodriguez,66.0,93.0,0.0,20310,14899,PG,2005.0,3.5,0,13,5.6923076923076925,0.78355082,2.0,Action,10,6.197808219178082,0.2497361784221399
Danny Boyle,118.0,119.0,0.0,176169,29461,R,2000.0,6.6,0,8,7.4375,0.79557198,-7.0,Adventure,3,6.508219178082191,1.14723710648368
Garry Marshall,93.0,119.0,0.0,30890,2052,PG-13,2004.0,6.0,718,8,5.95,0.74972276,0.0,Comedy,8,6.131214802896219,-0.41551522760324283
James McTeigue,235.0,99.0,160.0,58349,701,R,2009.0,6.4,0,4,6.65,0.952626925,-3.0,Action,3,6.197808219178082,-0.4742501453382556
Sam Raimi,113.0,137.0,0.0,26034,25469,PG-13,1999.0,6.5,0,13,6.907692307692307,0.7033679,4.0,Drama,1,6.716896551724138,0.9074775854241527
Andrew Bergman,51.0,117.0,31.0,34896,3016,R,1996.0,4.3,877,2,4.8,0.82,-4.0,Comedy,1,6.131214802896219,-0.3531373998942074
Tom Dey,98.0,87.0,9.0,11257,20061,PG,2010.0,4.2,0,3,5.466666666666666,0.67286922,0.0,Comedy,2,6.131214802896219,0.5053563690608738
Clint Eastwood,315.0,129.0,16000.0,80140,14344,PG-13,2010.0,6.5,16000,20,7.225,0.65483192,8.0,Drama,7,6.716896551724138,0.28173774142470887
Barbet Schroeder,136.0,115.0,58.0,43574,34606,R,2002.0,6.1,0,3,6.033333333333334,0.63749738,7.0,Crime,2,6.804885993485342,1.394002223647097
Richard Donner,61.0,132.0,503.0,62981,58528,R,1995.0,6.3,0,12,6.825,0.60612536,-11.0,Action,7,7.032,2.76295174711601
Peter Webber,209.0,131.0,73.0,86374,1344,R,2007.0,6.2,3000,2,6.6,0.55335894,4.0,Crime,1,6.804885993485342,-0.4347385833123167
Rob Reiner,99.0,95.0,0.0,18404,14706,R,1999.0,5.9,0,11,7.0181818181818185,0.5413432,-8.0,Comedy,6,6.131214802896219,0.27456401101432565
Andrew Niccol,298.0,125.0,487.0,92461,1300,PG-13,2013.0,5.9,43000,5,6.88,0.665424975,8.0,Action,2,6.197808219178082,-0.4496464918213943
John McTiernan,131.0,98.0,323.0,49926,3357,R,2003.0,6.5,0,10,6.63,0.5307224,4.0,Action,8,6.197808219178082,-0.38715657457469665
Clint Eastwood,146.0,110.0,16000.0,34356,18635,R,2002.0,6.4,705,20,7.225,0.52399034,-12.0,Action,5,6.197808219178082,0.4818736109206349
Tom Tykwer,245.0,118.0,670.0,80196,7654,R,2009.0,6.5,0,5,7.220000000000001,0.50901054,11.0,Action,1,6.197808219178082,-0.12548354890220192
John Carpenter,104.0,101.0,0.0,54021,15935,R,1996.0,5.7,0,12,6.833333333333333,0.508145,4.0,Action,5,6.197808219178082,0.26223416187147947
